mention_id,article_id,code,surface,method,label,section,sentence,paragraph,char_start,char_end,sentiment_ground_truth,sentiment_reasoning
20112,302681,MLT,Maltese,spacy_ner+gazetteer,NORP,content,It noted collusion between VGH/Steward and top officials of the Maltese government to enter into simulated contracts intended not to provide medical care but for other reasons.,"Prime Minister Robert Abelas criticisms of the judiciary and its work on Friday form part of a series of deliberate and corresponding attacks which span years.
The criticism is seemingly intended to sow seeds of doubt ahead of the potentially disruptive findings of a magisterial inquiry into alleged corruption by disgraced former prime minister Joseph Muscat.
An analysis by The Shift shows how Abelas attacks replicate and align with Muscats, implying a coordinated effort to preemptively discredit the magisterial inquirys findings, lessening the blow to the Labour Partys image at a time when the country is heading towards MEP elections.
The repeated and aligned attacks take advantage of the publics propensity for negativity bias, leaving a lasting impression of non-independent or compromised judicial structures while the government ostensibly claims the institutions must be allowed to do their job: Let the institutions work.
Abelas latest attack on the inquiry came on Friday, where he criticised exaggerated delays, cast doubts over leaks, and defended Muscat.
The criticism came at the apex of a series of attacks by the incumbent government.
The inquiry
The magisterial inquiry was led by Magistrate Gabriella Vella and launched in November 2019. It is investigating the details of the Vitals/Steward Hospitals deal, which saw three public hospitals handed over to the concessionaires in 2015 for their management and revamping.
Following a complete lack of results from the deal, the courts found it fraudulent in a February decision.
An appeals court sentence confirmed its illegitimacy in a ruling in October. It noted collusion between VGH/Steward and top officials of the Maltese government to enter into simulated contracts intended not to provide medical care but for other reasons.
Following revelations of Muscats consultancy with a company closely linked to Vitals, he was investigated as part of the magisterial inquiry under suspicion of being funnelled public funds intended for the hospitals.
Muscat maintains he received the funds as payment for legitimate consultancy work in an unrelated non-descript project which involved meetings with a sitting Head of Government, according to a letter sent to newspapers in 2022.
Attacks go back years
In late 2019, coinciding with the start of the magisterial inquiry into the hospitals deal, a public inquiry into the assassination of journalist Daphne Caruana Galizia was also launched.
Magisterial inquiries are held behind closed doors and investigate criminal responsibility, while public inquiries adopt a more open approach and investigate broader systemic failures.
A year later, following a decision by the public inquiry board to extend the length of its investigations, which later held the state responsible, the first of a series of aligned attacks on the Maltese judicial system was launched.
Just a few months after Abela took the helm, an unattributed statement was released by the Department of Information, decrying the independent boards decision to extend its term to dig deeper.
In February 2022, Muscats home was searched as part of the magisterial inquiry into the hospitals deal.
Amid leaks of the search, attacks zeroed on Magistrate Vella as former Labour Party whip and close ally to Joseph Muscat, Glenn Bedingfield characterised it as persecution during a parliamentary speech.
Bedingfield went on to cast doubt on other judicial and semi-judicial authorities, such as the Standards Commissioner and the Ombudsmans office, claiming they were infiltrated by those close to the Nationalist Party in opposition.
In implied agreement, Prime Minister Abela refused to condemn the attack.
His agreement would later be confirmed in a parliamentary outburst a little more than a year later.
2022: Muscat starts his public re-entry
Following the police search of his home, Muscat became more outspoken on social media and with select news sites.
He used the platforms to launch repeated attacks on the judicial process investigating him, calling the police search theatrics.
Last May, following renewed scrutiny in joint investigations between The Shift, Times of Malta, and the Organised Crime and Corruption Reporting Project (OCCRP), Muscat called for magistrate Vella to recuse herself from leading the inquiry.
He said the investigations amounted to a frame-up, casting further doubt on the inquiry and citing Vellas family members years-old Facebook posts as reasons for her recusal.
Prime Minister Abela at the time did not comment on Muscats assertions but accused the opposition of attempting to condition the parallel judicial proceedings in the then-ongoing appeal on the Vitals/Steward decision by presenting further evidence in court.
Muscat then launched a constitutional court case in an attempt to remove Vella from her position as the inquiring magistrate. The request was promptly turned down.
When a Court of Appeals sentence confirmed the hospitals deals illegitimacy last October, Muscat called for an unbiased analysis into any potential misconduct, heavily implying the magisterial inquiry was a politically motivated witch hunt.
This time, Abela did not maintain his silence. The pressure had mounted.
Abela pitches in
In a heated parliamentary debate following the sentence, Abela said, The oppositions policy is throwing people before the courts. I wont say its because theyre playing home. People can reach their conclusions.
Abelas comments align with those of Muscat, lending legitimacy to the former prime ministers assertions of bias against him in the eyes of the public.
By the end of the year, the government launched a wide reform of the laws governing court action on criminal cases related to the proceeds of crime. The proposals, yet to be passed, were met with differing opinions, with implications they were being fast-tracked ahead of the conclusions of the magisterial inquiry.
In comments to Malta Today, Muscat publicly aligned himself with Abela and Justice Minister Jonathan Attards assertions on the reform being overdue. In the same breath, Muscat once again claimed he has no faith in the magisterial inquiry investigating him.
Following the launch of a court case by the opposition in response to government inaction on the hospitals deal, Abela again undermined the courts independence. In comments to the media on 15 January, he said the PN is trying to run the government as the opposition in the minority.
Criticisms of judicial processes reach their peak
In recent weeks, Abela has doubled down on his attacks on the judiciary, signalling the imminent arrival of a conclusion to the magisterial inquiry that may be disruptive to the Labour Party.
Amid rumours and furore surrounding Muscats return to politics, Abela, while welcoming the disgraced former prime minister, cast doubts on the inquiry in an interview on RTK 103, once again undermining the judiciarys work.
Within a day of its airing, Abelas latest criticism of the judiciary surrounding the inquirys exaggerated delays came in an interview with The Times of Malta.
Abelas latest comments have been widely panned, with the Chamber of Advocates, the Opposition, and NGOs denouncing his stance.
The conclusions of the magisterial inquiry investigating potential money laundering and corruption by Muscat are imminent.
They are expected to arrive among the commotion of Muscats potential return to politics, where he has so far been welcomed with open arms by the Labour Party despite the allegations surrounding him.",1711,1718,negative,
12231,303590,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Gaps in victim identification persisted and the government did not report identifying any Maltese children, asylum seekers or undocumented migrants as victims of trafficking.","Negotiators from the European Parliament and the European Council have reached a preliminary agreement to revise the regulations on trafficking in human beings, which will have a broader scope and provide better support for victims of trafficking. This is a significant development as Malta has been repeatedly urged to take action on this issue.
Several key provisions of the agreement have been expanded to include forced marriage, illegal adoption and exploitation of surrogacy, as well as provisions for the coordination of anti-trafficking and asylum authorities to ensure that victims in need of international protection receive appropriate support and protection while respecting their right to asylum.
The agreement reached on Tuesday night also criminalises the use of services provided by victims of trafficking and punishes those who knowingly exploit them in order to reduce the demand that drives exploitation.
In addition, companies convicted of trafficking will face sanctions such as exclusion from tendering processes and loss of public aid or subsidies. Prosecutors will have the discretion not to prosecute victims who have been coerced into committing crimes and will ensure their support regardless of their cooperation in investigations.
In its 2023 Trafficking in Persons Report, the US State Department noted that Malta does not fully meet the minimum standards for the elimination of trafficking in persons, but is making significant efforts to do so.
Nevertheless, the report found that the Maltese government failed to meet the minimum standards in several key areas. For example, for the second year in a row, the government reported no convictions of traffickers, undermining efforts to combat trafficking and victims access to justice. Gaps in victim identification persisted and the government did not report identifying any Maltese children, asylum seekers or undocumented migrants as victims of trafficking.
The report by the US State Department also found how Maltese authorities did not effectively enforce labour regulations to prevent recruitment fees charged to workers, which increased workers vulnerability to trafficking nor did it make any concrete efforts to increase oversight and regulation of massage parlours where there was a higher incidence of trafficking indicators.
Last year, authorities in the Philippines also issued a warning about immigration scams concerning work in Malta, where employment recruiters con victims into thinking they will be given work papers or where they are exploited once they reach the country.
The Philippines Bureau of Immigration warned that Malta is still a hotspot for trafficking of Filipinos looking for greener pastures abroad as the bureau announced the interception of two human trafficking victims bound for Malta.
In 2021, Malta was asked again by the Council of Europe to step up its fight against human trafficking, including ensuring that cases are investigated proactively and thoroughly, resulting in sanctions that serve to dissuade potential traffickers.
GRETA, the Council of Europes expert group, said that while Malta has continued to develop legislative and policy frameworks against the phenomenon, it remains a country of destination for trafficked persons. According to the GRETA report, published on 10 November 2021, 44 people were formally identified as victims of trafficking.
At a press conference following the agreement between the European Parliament and the European Council, Malin Bjrk (The Left, Sweden), the lead MEP for the Civil Liberties, Justice and Home Affairs Committee, said: Im happy with this agreement. It strengthens the protection of victims of trafficking, with a special focus on the most vulnerable victims, including persons in need of international protection, women, girls and children. It requires the Member States step up their response to trafficking in human beings, including mandating national anti-trafficking coordinators.
Parliament and Council will have to approve the agreement formally and the new rules will come into force twenty days after their publication in the EU Official Journal. Member states will then have two years to implement the provisions.",1859,1866,neutral,
8016,303715,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"He criticized the authorities for not informing the family, pointing out that they only attempted a makeshift repair by attaching two screws and a piece of wood to the traditional Maltese door.","Immigration officers broke into an elderly womans home based on incorrect information and failed to inform the home owner of the error or fix the damage caused by their botched raid.
Mario Role told The Shift that his brother had visited the home of their elderly mother in Marsa to pick up some clothes when he found the main door broken and left open. The house had been unoccupied since December, when the 95-year-old moved into an elderly home after a fall.
A piece of wood had been crudely attached to the door in an attempt to fix it. Initially, the family thought a neighbor might have tried to repair the door, knowing the elderly woman no longer lived there.
A neighbor informed them a few days later that immigration officers had raided the home at 7 am on a Sunday, three days before the family discovered the damage.
Someone might have given them an address, and they might have mixed up the road, Role said to The Shift. But now the Commissioner, the Inspector, or the Superintendent, whoever is responsible, knows whose house it is. They might have had the excuse that they didnt contact us because they didnt know whose house it was, but now they do, because we made a report at the police station.
He added, A week has passed, and they still dont have the decency to call and apologize or to say, Listen, I will send our workers to fix or replace the door. Is there a need for us to call the Police Commissioner?
Nationalist MP Darren Carabott brought the incident to public attention, claiming that the immigration officers had mistakenly raided the elderly womans home based on incorrect information. He criticized the authorities for not informing the family, pointing out that they only attempted a makeshift repair by attaching two screws and a piece of wood to the traditional Maltese door.
Carabott expressed concern about the broader implications of the incident on the community: Above all, its a worrying situation for the entire area. Imagine sitting comfortably at home and hearing this news, knowing that due to a wrong address or incorrect information, they could come into your house and grab you. Consider the anxiety this causes for families living nearby, knowing this happened just a few streets away and could happen to them.
This shows how crucial it is to have a system that works, Carabott said, and above all, to take action to restore peace of mind and security to families in this area.
In a related issue, TCN Malta, an organization supporting third-country nationals, reported that several individuals were detained at Identity Malta offices during routine biometric appointments despite holding valid visas.
The arrests occurred due to expired approval-in-principle documents, raising serious concerns about inconsistent and overreaching immigration enforcement.
TCN Malta has urged its community members to keep their visas current and offered support to those affected by these actions.
These incidents expose serious flaws in Maltas law enforcement and immigration systems, raising concerns about misinformation and inconsistent practices and the urgent need for reform.",1816,1823,neutral,
20134,303860,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Cassola said, adding, The time has come for the Maltese to take to Castille in peaceful protest.","Politician and activist Arnold Cassola said in a statement that government decisions will negatively impact the lives of tens of thousands of residents of Swieqi, Pembroke, St Julians, and Sliema.
He referred to the Villa Rosa project for which the Planning Authority was ordered to review local plans to accommodate developer Anton Camilleri, tal-Frani|, and multiply the intensity of the project.
This follows another development in the area, what Cassola called the monster of DB Group, celebrated by both Prime Minister Robert Abela and Opposition Leader Bernard Grech.
The destruction of peoples lives cannot continue, he said. Isnt it amazing how the private interests of the developers are put before those of the residents? Cassola said, adding, The time has come for the Maltese to take to Castille in peaceful protest.",789,796,positive,
7283,304124,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The governments own website specifically states that Maltese citizens shall change their ID card address once their residential address is changed, and not before.","Almost one hundred voters suddenly appeared on the electoral register as living at Triq l-Imdina, Si!!iewi. Not a single voter was registered at that address until 31 March.
By 20 April, 99 voters were ostensibly living there. The problem was that there was no water or electricity supply, and the project was still being completed. Nobody lived there.
Those 99 voters lived elsewhere  Qormi, Luqa, Mosta, Sta Venera, Floriana, Munxar, St Julians, {ebbu!, Zurrieq, Marsaskala and {abbar.
Yet all those voters were suddenly registered in Si!!iewi and will be voting to elect Si!!iewis local council.
In 2019, Labour won the Si!!iewi council for the first time ever with just 70 votes. Labour knows that council hangs in the balance  and 99 additional Labour votes may be enough to hold onto it.
More importantly, Si!!iewi falls in Housing Minister Roderick Galdess electoral district. Controlling Si!!iewis local council for the next five years would provide Galdes with a far better springboard for his own electoral prospects come the next election, just three short years away.
When the housing ministry was questioned, it clearly knew what had happened. The ministry tried to cover up the evident fraud: Occupants are anticipated to start moving in the new social housing units within the coming days.
The ministry admitted nobody was living there. It couldnt deny this when the press published photos of the properties still undergoing work.
Residents have begun the process of relocating to what will be their future homes in the community of Si!!iewi, Galdes spokesperson said, again confirming those 99 voters were fraudulently listed on the electoral register as Si!!iewi residents.
Why did the ministry feel the need to cover up the fraud? Why was it trying to protect those 99 voters from prosecution?
Lets be clear: what those voters did is criminal. For them to register themselves as residing at Binja Silvio Parnis, Triq l-Imdina, Si!!iewi, they must have made false declarations.
Those 99 voters werent acting independently. They didnt all think about going to Identity Malta and registering themselves as residing at the social housing property they were promised before moving in.
Those 99 voters must have been coerced to do so. This was orchestrated by those who now feel obliged to leap to their defence.
Were those voters threatened that they would lose the apartment Roderick Galdes ministry promised them if they didnt register?
What those 99 voters did was criminal if they made official statements to Identity Malta they knew to be false.
The governments own website specifically states that Maltese citizens shall change their ID card address once their residential address is changed, and not before.
Somebody must have pushed them to engage in fraud. We know who the usual suspects are. We certainly know who had the motivation to get those 99 voters registered in Si!!iewi.
Media reports state the same person filled in applications for all 99 voters. No wonder Roderick Galdes is panicking.
This is the same playbook used for the severe disability benefits scam. First, they target vulnerable individuals to engage in fraud and reassure them that committing a crime will not result in prosecution because its our government.
Promise them that even if they are caught, theyll be protected by Labour. Point out Labours presidential pardon to those who illegally received disability benefits. This scandal has Labours fingerprints all over it.
The PN filed court proceedings to transfer those 99 voters back to their true residential area on the electoral register. PN General Secretary Michael Piccinino was reported as describing the situation as a systematic misuse of government housing that is tantamount to gerrymandering.
That isnt misuse. This is blatant criminal abuse of vulnerable individuals with the specific objective of influencing the outcome of an election.
This isnt about a few individuals making false statements. This is about a criminal organisation coercing vulnerable individuals to commit fraud to thwart the democratic process. If those involved are public officials, its aggravated crime.
Theres plenty of evidence to trigger a magisterial inquiry. We know Labours police force wont act. We know Police Commissioner Angelo Gafa wont budge.
Our democracy is under threat, and it seems the people havent realised or understood. Its not court filings to correctly register those voters thats required. The PN should demand a magisterial inquiry.
Labour is inching closer to its ultimate objective  that of crushing its democratic opposition and manipulating the political system to ensure it never loses power.
Chris Fearne articulated that objective best: RIPN. Labours dismantling of our democracy is being achieved with shocking ease.
Malta has become a bit like India, which defines itself as a democracy but increasingly looks like a one-party state where the ruling party captured the state media and completely took over the civil service and the judiciary.
Labour has hundreds, if not thousands, of Persons of Trust running the civil service  people like Michael Falzons Mark Calleja Gulija who allegedly told Roger Agius, Silvio Grixtis canvasser, that as long as Michael Falzon remained minister we would never have any trouble.
Labour kept a database of 337,384 voters at its Mile End headquarters, identifying Labour voters as 1 and PN voters as 2. Ministry officials only selected applicants for civil service posts according to their voting preference.
The company that provided that database to Labour belonged to Minister Stefan Zrinzo Azzopardis brother-in-law, Philip Farrugia. His company, C-Planet IT Services, was fined 65,000 by the Information and Data Protection Commissioner for breaching data protection legislation.
Whether its leeching our money for direct orders, fixing phantom jobs or dishing out abusive Presidential pardons, Labour will not stop at anything to win.
Abelas now threatening the judiciary again: Justice is not political terrorism. Hes keeping journalists away and refusing to answer their questions. This isnt democracy, its autocracy.
Our democracy is young and fragile and wont last long. A demagogue like Robert Abela can easily wreck it, and thats exactly what hes doing.
Labour is a democratic party in name only. It has an autocratic, authoritarian soul.
One thing is certain: Labour will cheat. It is cheating, and it will continue to cheat. The battle is not about policies  its about basic democracy.",2636,2643,neutral,
16796,304787,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Instead of acting against Curmi, mostly for failing to deliver on the most important task he was given in 2020  the financial turnaround of Air Malta  Caruana still tasked the same chairman with leading the new state-sponsored Maltese airline.","Finance Minister Clyde Caruana is again attempting to hide the financial package he awarded the Executive Chairman of KM Malta Airlines, David Curmi, after he employed him despite his failure with Air Malta.
A Freedom Of Information (FOI) request filed by The Shift asking for David Curmis new contract at KM Malta Airlines was turned down twice by Clyde Caruana, who used the stock excuse that the information was commercially sensitive.
The finance minister, who was paying Curmi a record 21,500 a month at the now-defunct Air Malta, was asked to produce Curmis new remuneration package, particularly as a four-year wage freeze was imposed on all the other company employees, mostly transferred from Air Malta, as well as a reduction in what they used to earn at Air Malta.
The Shift has now asked the Commissioner for Data Protection to investigate the finance ministers response.
Clyde Caruanas second attempt
This is Caruanas second attempt to hide what the government is paying David Curmi, who has no experience running an airline.
Last year, after repeatedly refusing to state Curmis remuneration at Air Malta, turning down FOI requests and parliamentary questions for 18 months, The Shift revealed that Curmi was being paid 21,500 a month or almost 775,000 over three years. During this time, the national carrier was declared bankrupt.
Later, The Shift also revealed that Caruana had misled parliament when he declared that Curmi was not receiving any other remuneration after it was revealed that he was collecting his 10,000-a-year honoraria as a board director.
Caruana was forced to apologise to parliament for his oversight and said that he was misled by the information he obtained from Curmi.
Instead of acting against Curmi, mostly for failing to deliver on the most important task he was given in 2020  the financial turnaround of Air Malta  Caruana still tasked the same chairman with leading the new state-sponsored Maltese airline.
During its first months, KM Malta Airlines has already been struggling financially, and many in the industry do not envisage a bright future for the new venture.
The airline was also recently hit by a scandal, revealed by The Shift. One of its pilots, Danica Theuma, was caught flying for another airline  Virgin Atlantic  while on the books of KM Malta, possibly in breach of contract and international safety rules.
While Virgin Atlantic immediately fired Theuma as soon as it got wind of what was happening, KM Malta Airlines still allowed Theuma to operate its flights.
Despite various reminders, David Curmi did not reply to The Shifts questions asking for an explanation.",1949,1956,negative,
4571,305279,MLT,Malta,pattern_rule,,content,The Malta Womens Lobby stands with all victims of domestic abuse and pledges to continue advocating for their safety.,"The Malta Womens Lobby said it was deeply concerned and saddened by the murder of Nicolette Ghirxi by her ex-partner, Edward William Johnston, in Birkirkara, saying it highlighted the urgent need to address the problem of intimate partner violence.
Ghirxi was killed by her ex-partner on Sunday night. Anna Borg, Chairperson of the Malta Womens Lobby, stressed the seriousness of the situation. Ghirxis death at the hands of her ex-partner reveals the critical need to tackle the often-overlooked dangers of intimate partner violence, Borg said.
Research shows that victims of intimate partner violence, particularly those with severe psychological trauma, often underestimate their risk, leading to inadequate safety planning and increased vulnerability.
The Malta Womens Lobby called for immediate action to address this issue. Borg stated, We must recognise these risks and provide adequate support. Professionals, not victims, should assess the level of danger.
Despite Johnstons ongoing harassment and the clear threat he posed, violence was not prevented. Borg asked, How can we better protect women like Nicolette from escalating violence? Could more have been done when authorities were alerted to Johnstons presence on the island?
The Malta Womens Lobby called for enhanced support services, including psychological support, legal aid, and emergency housing, to help victims understand and address their risks.
Improved risk assessment training for professionals is crucial to ensure they are equipped to evaluate and plan for safety.
Public awareness campaigns are also needed to increase understanding of intimate partner violence and available resources.
The organisation also urged policymakers to review and strengthen laws on stalking, harassment, and intimate partner violence to ensure effective protection.
Borg described the incident as a wake-up call and stressed the need for urgent changes to prevent future tragedies. We cannot afford to lose another life to intimate partner violence, she declared. The Malta Womens Lobby stands with all victims of domestic abuse and pledges to continue advocating for their safety.
The organisation extended its heartfelt condolences to Nicolette Ghirxis family and friends and called for a united effort to enhance protections for vulnerable women across Malta.",2045,2056,positive,
10876,306056,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"I believe Maltese churches are connected with the Maltese festa and should not be ruined with applications like this one, Abela stated.","Robert Abela has just thrown a big, fat, dead cat onto the dining table. He diverted attention from the sickening details emerging from the court about Labours massive disability benefits scandal by commenting about the planned cafeteria at Paola Parish Church.
There is one thing that is absolutely certain about throwing a dead cat on the dining room table  and I dont mean that people will be outraged, alarmed, disgusted. That is true but irrelevant. The key point is that everyone will shout, Jeez mate, theres a dead cat on the table. In other words, they will be talking about the dead cat  the thing you want them to talk about, and they will not be talking about the issue that has been causing you so much grief.
Boris Johnson wrote that piece about the dead cat strategy in a column in The Telegraph just six days before Labour returned to power in 2013.
He lauded the strategy of deliberately commenting to divert media attention from his failures. He recruited Lynton Crosby, the Australian political strategist who devised it, to manage his London mayoral campaigns.
Johnson continued to deploy that strategy in many situations where the facts are overwhelmingly against you.
Robert Abela is doing the same.
The planning application is a non-starter and the applicant should withdraw it, Abela said. I expect better from the applicant, he added.
The applicant is Paolas parish priest, who is desperately scrambling to pay the bills. One of his fundraising ideas was to turn the Parish church belfry into a cafeteria. There is nothing wrong with that.
But Abela knew he could distort the well-intentioned and frantic attempts of the Parish Priest into a national scandal and deflect the nations attention from the real scandal.
Those plans should be revised, and for me, a revision would mean a withdrawal of the application. I believe Maltese churches are connected with the Maltese festa and should not be ruined with applications like this one, Abela stated.
And his stunt worked. Everybody was tut-tutting in disgust at the Parish Priests greed. The press was busy reporting the lurid details of the case.
The Curia got sucked into the media maelstrom, pointing out it was applying for a 4C, not a 4D licence. Even Franco Debono waded in, mocking the priest. Cartoons appeared in the papers about it.
For Robert Abela, the mission was accomplished. The shocking evidence emerging from the court case had been drowned out by Abelas dead cat, and the media had moved on to the next hot issue.
But that sworn testimony is of far greater relevance to the public than a cafeteria hidden from sight in the belfry of Paolas Parish Church, which few, if any, will ever patronise.
The Director General of the Social Welfare ministry, Grazio Barbara, felt the heat as he desperately tried to avoid answering basic questions. His reticence and resistance earned him a stern admonishment by the Magistrate.
Grazio Barbaras sworn testimony was evasive and vague. Barbara, the Director General, was being cautious. He was trying to reveal as little as possible because he knows how dark and dirty the secrets behind that massive benefits scandal are.
He knows, too, that behind it was a legion of powerful people. Its not just Silvio Grixti who is in the dock. Grixti couldnt have been alone in getting hundreds of people on disability benefits when they were fighting fit.
The hundreds of millions of euro the scam robbed from each and every one of us couldnt have happened without support at the highest levels. And thats why Barbara was so scared of uttering one unnecessary word.
Despite his best efforts, Barbara was cornered. He was forced to admit that although the medical board decisions are meant to be final, specific cases were afforded reconsideration.
Applications rejected by the medical board cannot be appealed. Yet the Court heard how Mark Calleja, known as Gulija (Goliath), a person of trust at the Ministry, would allegedly receive photos of applicants whose applications had been rejected the day before, which he would then order to be reconsidered and which were subsequently approved.
When Barbara was challenged under oath about Mark Calleja, he claimed he did not know who Calleja was. Barbara, the Director General, also claimed he didnt know how the doctors who sat on those medical boards were selected.
One of the accused gave him a quick helping hand, shouting from the dock, From OPM. Visibly uncomfortable, the Director General said, I cannot reply.
The list (of doctors) comes from the Permanent Secretary at the Ministry, but I dont know, Barbara stammered. One of the defence lawyers quickly rebutted: If you (the Director General) dont know how doctors are selected, then who knows?
Do you know about this? Barbara was asked in relation to the flagrant breach of national procedure through reconsideration of specific rejected applications. This is not my remit, Barbara replied.
But were there (reconsidered applications)? the Magistrate insisted. Yes the Director General admitted.
The same Mark Calleja (Gulija), who allegedly arranged for rejected applications to be reconsidered, is still working at the Ministry of Social Welfare.
Former Labour stalwart Mark Camilleri described Calleja as Minister Michael Falzons fixer. According to Camilleri, Calleja is the President of the Gzira Labour Party local committee and owns catering establishments.
No wonder Grazio Barbara is terrified of testifying. No wonder Robert Abela is piling dead cats on the dining table. Anyone who thinks this is breaking news, its not, Robert Abela commented when the shocking benefits scandal was revealed in September 2023.
For Abela only a cafeteria in a church belfry is breaking news.",1867,1874,positive,
6352,306622,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"The conference served as a platform for collaboration among national stakeholders, fostering discussions on the alignment of project objectives with ongoing initiatives by Maltese authorities.","The Minister for Justice and Reform of the Construction Sector, Jonathan Attard, addressed a conference marking the completion of the first year of the EU-CoE Joint Project 'Attorney General and State Advocate in Malta - Implementation of Action Plan of Offices Re-organisation', his ministry said.
This initiative aims to bolster the operational independence of the State Advocate and Attorney General's offices following their separation in 2019, enhancing their capacity for effective governance and justice delivery.
In his keynote speech, the Minister emphasised the significance of the project in promoting accountability, transparency, and operational independence within Malta's justice system. ""As we celebrate the achievements we have attained during the first year of this project, it is essential to reflect on how and why this journey began,"" he stated, recalling the critical recommendations by the Venice Commission that led to the legislative changes in 2019.
The separation of the roles of the Attorney General and State Advocate was a pivotal moment for Malta, establishing the State Advocate as an advisor to the government while positioning the Attorney General as the chief prosecutor. This reorganisation marked a commitment to enhancing the operational independence of both offices, ensuring they can serve the nation with the excellence it deserves.
Since the project's inception, the government has received consistent support from the DG-Reform, which has been instrumental in assessing the current state of the offices and developing an actionable plan for their operational regeneration.
The conference featured addresses from notable figures, including Ms. Nathalie Berger, Director of DG REFORM at the European Commission, Ms. Clare Ovey, Director of the Directorate General Human Rights and Rule of Law at the Council of Europe, Dr. Victoria Buttigieg, Attorney General, and Dr. Christopher Soler, State Advocate. Their participation underscored the collaborative efforts to advance justice reform in Malta.
During the event, attendees were informed about the various accomplishments of the past year, including the establishment of the Director of Strategy and Initiatives in both offices to ensure sustained implementation of the action plan. The government has also signed two collective agreements with legal professionals, recognising their vital role in the justice system and supporting their professional development.
The Minister also highlighted ongoing efforts to advance the digital transformation of the justice sector. The publication of a tender for a new information management system for the Court Services Agency aims to enhance efficiency across all administrative and judicial functions. Future case management systems for both the Attorney General and State Advocate's offices will be fully interoperable with court systems, streamlining services for legal professionals and improving overall judicial processes.
The conference served as a platform for collaboration among national stakeholders, fostering discussions on the alignment of project objectives with ongoing initiatives by Maltese authorities. The Minister reiterated the importance of continuous training and improved capacities within the justice sector, emphasising the need for public trust and accountability.
As the event concluded, Minister Attard expressed confidence in the collective efforts of all stakeholders involved. ""While we celebrate our achievements, much work remains to ensure a justice system of the highest calibre in our country. I am confident that with your expertise, dedication, and insights, we will continue this journey of continuous improvement for our justice system,"" he stated.",3137,3144,neutral,
11637,306760,MLT,Maltese,spacy_ner+gazetteer,NORP,content,"Above all, a party that offers hope for a better future to workers, businesses, and the entire Maltese and Gozitan people.""","Jason Micallef, CEO of the Valletta Cultural Agency has decided not to contest for the post of PL Deputy Leader, just days after announcing that he would stand in an internal election for the post.
Meanwhile, PL MEP Alex Agius Saliba has teased his possible candidacy.
Micallef, who is a former General Secretary of the Labour Party under Alfred Sant's leadership, said in a Facebook post that on Monday he had a meeting with Prime Minister Robert Abela.
""Together, we had an extensive discussion on the renewal process that needs to take place within the Labour Party, from now until the next general election. Today, I also met with Labour MEP and my old friend, Alex Agius Saliba. Following the outcome of these meetings, I do not feel that I need to continue with my candidacy for the post of PL Deputy Leader for Party Affairs. I am doing this because I am supporting with facts what I have always believed, and I will continue to believe in. For me, the interests of the Labour Party and its people will always and everywhere come first.""
Micallef's candidacy had been a controversial one. Prime Minister Abela had said in an interview when asked about Micallef's candidacy that the clock should not be turned back, although he paid tribute to Micallef's contributions. If Micallef proceeds with his plans, then it will be up to the party delegates to decide, Abela said. ""You asked me about a specific person, but I think my reply counts in general, when your time is up and you've given your contribution, don't come back.""
PL MEP Alex Agius Saliba meanwhile also published a Facebook post of his own, in which he teased his candidacy for the PL Deputy Leadership post.
Agius Saliba also said that he had a meeting with the Prime Minister where he ""had the opportunity to discuss with him the vision for the country and the PL for the coming years. I fully believe in Robert Abela's vision, both for the future of the country and for the leadership of the Labour Party.""
""I understand that the Prime Minister also had a meeting during the day with Jason Micallef, as I did as well. We agreed that the Labour Party has to remain open for everyone, without distinction. A party that continues to be the natural party of the people. Above all, a party that offers hope for a better future to workers, businesses, and the entire Maltese and Gozitan people.""
It was here that he teased his candidacy. He said he will ""fully support the amendment to the Labour Party statute so that the position of Deputy Leader for Party Affairs is open to both Members of Parliament and Members of the European Parliament as well.""
""This was a common message I heard from the delegates in recent days, who among others spoke to me to involve myself directly in the Labour Party, as I have always done even in my role as President of the Labour Youth Forum.""
He said that the Labour Party has always put Malta's interests first.
""I am ready to continue giving my utmost so that when the time comes, the Labour Party will win again, for the benefit of all Maltese and Gozitans. Thank you for your continued support and for the trust that Prime Minister Robert Abela has always shown me.
Both Deputy Leadership posts within the PL will need to be filled. Chris Fearne, who was the party's Deputy Leader for Parliamentary Affairs, said soon after the court decreed that prima facie there was enough evidence for the case to continue against him in the hospitals case, that he will not be seeking to retain the post when the party elects its two deputy leaders in September. The PL's other deputy leader Daniel Micallef, who is responsible for party affairs, had already declared his intention to quit soon after the European Parliament and local council elections.",2333,2340,positive,
